GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7737001070017 100032               SCOTT GOURMET R COC 8X3X50UN                                           GOURMET                        KIMBERLY                       7798038155689      8 N     20041223T1704  D      
7737001070017 174915               DRIVE MATIC POLVO BANO DE BLANC 24X800GR                               DRIVE                          HOME CARE                      7791290783447     24 N     20070831T1647  A      
7737001070017 175046               DRIVE POLVO REG UN DIA EN PARQUE 6X3KG                                 DRIVE                          HOME CARE                      7791290783577      6 N     20070831T1647  A      
7737001070017 175048               DRIVE MATIC POLVO BANO DE BLANCURA 6X3KG                               DRIVE                          HOME CARE                      7791290783584      6 N     20070831T1647  D      
7737001070017 175051               VIVERE SUAVIZ P/ROPA CLASICO 4X4LT                                     VIVERE                         HOME CARE                      7791290192263      4 N     20070731T1441  D      
7737001070017 175140               SEDAL SH VERANO TOUCH 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293027005     12 N     20071001T1639  D      
7737001070017 175152               SEDAL AC VERANO TOUCH 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293027012     12 N     20071001T1639  D      
7737001070017 175155               HUGGIES GOODNITES UNISEX MED 6X11UN                                    HUGGIES                        KIMBERLY                         36000180800      6 N     20070703T1008  A      
7737001070017 175158               HUGGIES GOODNITES UNISEX GDE 6X9UN                                     HUGGIES                        KIMBERLY                         36000180855      6 N     20070703T1008  A      
7737001070017 175218               VIVERE SUAVIZ DIA A DIA DOYP 12X900ML                                  VIVERE                         HOME CARE                      7791290783485     12 N     20070731T1441  A      
7737001070017 175385               AXE SHOWER GEL DARK TEMPT 12X250ML/258GR                               AXE                            PERSONAL CARE                  7791293747217     12 N     20071031T1523  A      
7737001070017 175405               SEDAL SH SOS REPAR 5X200ML+LUX JAB 125GR                               SEDAL                          PERSONAL CARE                  7730165322534      5 S     20070731T1441  D      
7737001070017 175434               CIF LIMP UNIV CREM C/CLORO ACT 12X500ML                                CIF                            HOME CARE                      7791290008205     12 N     20071001T1639  D      
7737001070017 175509               CIF LIMP UNIV C/CLORO ACT GTL 12X500ML                                 CIF                            HOME CARE                      7791290008182     12 N     20071001T1639  A      
7737001070017 175511               CIF LIMP UNIV C/CLORO ACT DOYP 12X500ML                                CIF                            HOME CARE                      7791290008199     12 N     20071001T1639  A      
7737001070017 175634               NEVEX LV VAJ MIEL Y ALMENDRAS 12X1,25LT                                HURRA                          HOME CARE                      7730165322558     12 N     20071001T1639  A      
7737001070017 175688               DOVE AC ESSENT CARE4X24X10M+BDOG JAB300G                               DOVE                           PERSONAL CARE                  7730165322404      4 S     20070731T1441  S      
7737001070017 175689               DOVE AC THERAPY 4X24X10ML+BDOG JAB 300GR                               DOVE                           PERSONAL CARE                  7730165322398      4 S     20070731T1441  A      
7737001070017 175690               DOVE SH ESSENT CARE4X24X10M+BDOG JAB300G                               DOVE                           PERSONAL CARE                  7730165322381      4 S     20070731T1441  A      
7737001070017 175691               DOVE SH THERAPY 4X24X10ML+BDOG JAB 300GR                               DOVE                           PERSONAL CARE                  7730165322374      4 S     20070731T1441  S      
7737001070017 175870               SEDAL SH SOS REPAR 4X24X15ML+NEVEX JAB                                 SEDAL                          PERSONAL CARE                  7730165322459      4 S     20070815T1527  A      
7737001070017 175871               SEDAL SH CONTR HUMECT4X24X10ML+NEVEX JAB                               SEDAL                          PERSONAL CARE                  7730165322411      4 S     20070815T1527  A      
7737001070017 175874               SEDAL SH ONDAS IRRES 4X24X15ML+NEVEX JAB                               SEDAL                          PERSONAL CARE                  7730165322473      4 S     20070815T1527  D      
7737001070017 175876               SEDAL SH SOS CERAM 4X24X15ML+NEVEX JAB                                 SEDAL                          PERSONAL CARE                  7730165322428      4 S     20070815T1527  A      
7737001070017 175878               SEDAL SH DUO 4X24X10ML PRM NEVEX JAB                                   SEDAL                          PERSONAL CARE                  7730165322442      4 S     20070815T1527  A      
7737001070017 175879               SEDAL SH LISO PERF 4X24X15ML+NEVEX JAB                                 SEDAL                          PERSONAL CARE                  7730165322435      4 S     20070815T1527  S      
7737001070017 175880               SEDAL SH RIZOS OBED 4X24X15ML+NEVEX JAB                                SEDAL                          PERSONAL CARE                  7730165322466      4 S     20070815T1527  A      
7737001070017 175881               SEDAL AC LISO PERF 4X24X10ML+NEVEX JAB                                 SEDAL                          PERSONAL CARE                  7730165322497      4 S     20070815T1527  S      
7737001070017 175888               SEDAL AC SOS CERAM 4X24X10ML+NEVEX JAB                                 SEDAL                          PERSONAL CARE                  7730165322480      4 S     20070815T1527  S      
7737001070017 176051               AXE DEO STICK DARK TEMPTATION 12X54GR                                  AXE                            PERSONAL CARE                       75025939     12 N     20071130T1557  A      
7737001070017 176241               HUGGIES TOALLA ACT FRESH FLIPTOP 24X48UN                               HUGGIES                        KIMBERLY                       7896018700628     24 N     20070831T1647  A      
7737001070017 176245               DOVE DEO STICK AP PRO AGE 12X50GR                                      DOVE                           PERSONAL CARE                       75025953     12 N     20071130T1557  D      
7737001070017 176249               HUGGIES TOALLA HUM RNAC FLIPTOP 24X48UN                                HUGGIES                        KIMBERLY                       7896018700642     24 N     20070831T1647  A      
7737001070017 176678               DOVE SHOWER CLASICO 12X250ML                                           DOVE                           PERSONAL CARE                  7898422751746     12 N     20080430T1319  A      
7737001070017 176700               SEDAL SH+AC SOS CERAM6X350M+CR T+CARTERA                               SEDAL                          PERSONAL CARE                  7730165322565      6 S     20070831T1656  D      
7737001070017 176973               PONDS CR BIO6X50GR+DUAL/TONICA200ML+DESC                               PONDS                          PERSONAL CARE                  7730165322602      6 S     20070913T1627  D      
7737001070017 176995               DOVE SHOWER ROSAS Y CACAO 12X250ML                                     DOVE                           PERSONAL CARE                  7898422751753     12 N     20080430T1319  A      
7737001070017 176998               DOVE SHOWER FLORES CEREZO ALMEND12X250ML                               DOVE                           PERSONAL CARE                  7898422751722     12 N     20080430T1319  A      
7737001070017 177000               DOVE SHOWER JASMIN Y MIEL 12X250ML                                     DOVE                           PERSONAL CARE                  7898422751739     12 N     20080430T1319  A      
7737001070017 177135               REXONA SKIN CARE DEO AER AP CALM 12X105G                               REXONA.                        PERSONAL CARE                  7791293848259     12 N     20080430T1319  S      
7737001070017 177144               REXONA SKIN CARE DEO AER AP NEUT 12X105G                               REXONA.                        PERSONAL CARE                  7791293848266     12 N     20080430T1319  A      
7737001070017 177171               DAYS TOALLA FEM SUPREME C/ALAS 40X8UN                                  DAYS                           KIMBERLY                       7793620923554     40 N     20070831T1647  A      
7737001070017 177175               DAYS TOAL FEM U PROT UF E SUAV C/A40X8UN                               DAYS                           KIMBERLY                       7793620923660     40 N     20070831T1647  A      
7737001070017 177184               DAYS TOAL FEM U PROT SSEC C/ALAS 40X8UN                                DAYS                           KIMBERLY                       7793620923677     40 N     20070831T1647  A      
7737001070017 177186               DAYS TOALLA FEM U PROT NORM C/ALAS48X8UN                               DAYS                           KIMBERLY                       7793620923950     48 N     20070831T1647  A      
7737001070017 177189               DAYS TOAL FEM U PROT NORM SSEC C/ALA48X8                               DAYS                           KIMBERLY                       7793620923967     48 N     20070831T1647  A      
7737001070017 177196               DAYS TOAL FEM SENSIT NORM C/ALAS 36X12UN                               DAYS                           KIMBERLY                       7793620923783     36 N     20070831T1647  D      
7737001070017 177198               DAYS TOAL FEM ESENC NORM C/ALAS 36X12UN                                DAYS                           KIMBERLY                       7793620923790     36 N     20070831T1647  D      
7737001070017 177201               DAYS TOALLA FEMENINA LONG C/ALAS 40X8UN                                DAYS                           KIMBERLY                       7793620923974     40 N     20070831T1647  A      
7737001070017 177204               DAYS TOAL FEM SENSIT U FINA C/ALAS40X8UN                               DAYS                           KIMBERLY                       7793620923981     40 N     20070831T1647  A      
7737001070017 177207               DAYS TOAL FEM SENSIT NORM C/ALAS 48X8UN                                DAYS                           KIMBERLY                       7793620923998     48 N     20070831T1647  A      
7737001070017 177212               DAYS TOAL FEM TEENS NORM C/ALAS 48X8UN                                 DAYS                           KIMBERLY                       7793620924001     48 N     20070831T1647  A      
7737001070017 177215               DAYS TOAL FEM ESENC NORM C/ALAS 48X8UN                                 DAYS                           KIMBERLY                       7793620924018     48 N     20070831T1647  A      
7737001070017 177218               DAYS TOAL FEM ESENC NORM S/ALAS 48X8UN                                 DAYS                           KIMBERLY                       7793620924025     48 N     20070831T1647  A      
7737001070017 177223               DAYS TOALLA FEM SUP SSEC C/ALAS 40X8UN                                 DAYS                           KIMBERLY                       7793620923561     40 N     20070831T1647  A      
7737001070017 177300               MAGIC SCOTT ROL COCINA ABS RES 40P8X3UN                                SCOTT                          KIMBERLY                       7798038157546      8 N     20071001T1639  A      
7737001070017 177301               SCOTT ROLLO DE COCINA MULTIUSO 65P 8X3UN                               SCOTT                          KIMBERLY                       7798038157553      8 N     20071001T1639  D      
7737001070017 177302               SCOTT ROLLO COCINA ALIMENTOS 60P 12X2UN                                SCOTT                          KIMBERLY                       7798038157560     12 N     20071001T1639  A      
7737001070017 178020               REXONA DEO AER AP SC NUTR 12X105G/175ML                                REXONA.                        PERSONAL CARE                  7791293848341     12 N     20080430T1319  A      
7737001070017 178263               HUGGIES TOALLA NAT CARE FLTOP ALG24X48UN                               HUGGIES                        KIMBERLY                       7896018700604     24 N     20080128T1244  A      
7737001070017 178413               KLEENEX PAPEL HIG U S D HOJA 30MT 12X4UN                               KLEENEX                        KIMBERLY                       7798038157584     12 N     20071010T1241  S      
7737001070017 178416               DAYS TOALLA FEM ESENC ES U FIN ALA40X8UN                               DAYS                           KIMBERLY                       7793620924032     40 N     20071001T1639  A      
7737001070017 178649               DOVE DEO AER AP INVISIBLE DRY 12X100GR                                 DOVE                           PERSONAL CARE                  7791293008868     12 N     20080625T1250  A      
7737001070017 178652               DOVE DEO AER AP CLEAR TONE 12X100GR                                    DOVE                           PERSONAL CARE                  7791293008110     12 N     20080625T1250  A      
7737001070017 178658               DOVE DEO AER AP ORIGINAL 12X100GR                                      DOVE                           PERSONAL CARE                  7791293008141     12 N     20080625T1250  A      
7737001070017 178662               DOVE DEO AER AP SILK 12X100GR                                          DOVE                           PERSONAL CARE                  7791293008080     12 N     20080625T1250  D      
7737001070017 178725               REXONA JAB HAPPY 72X125GR                                              REXONA.                        PERSONAL CARE                  7791293995847     72 N     20080201T1615  A      
7737001070017 178738               REXONA JAB HAPPY 24X3X125GR                                            REXONA.                        PERSONAL CARE                  7791293995854     24 N     20080201T1615  A      
7737001070017 179222               KLEENEX PAPEL HIG U SOFT D HOJA 8X6X30MT                               KLEENEX                        KIMBERLY                       7798038157591      8 N     20071031T1523  D      
7737001070017 179229               KLEENEX PAPEL HIG SIMPLE HOJA 12X4X30MT                                KLEENEX                        KIMBERLY                       7798038157607     12 N     20071010T1241  A      
7737001070017 179248               KLEENEX PAP HIG ABSOR SIMPLE HJ4X12X30MT                               KLEENEX                        KIMBERLY                       7798038157638      4 N     20071010T1241  A      
7737001070017 179256               KLEENEX PAPEL HIG SIMPLE HOJA 8X6X30MT                                 KLEENEX                        KIMBERLY                       7798038157614      8 N     20071010T1241  A      
7737001070017 179498               HUGGIES NAT CARE BENETTON PEQ 10X14UN                                  HUGGIES                        KIMBERLY                       7794626923890     10 N     20071001T1639  A      
7737001070017 179503               HUGGIES NAT CARE BENETTON MED 15X12UN                                  HUGGIES                        KIMBERLY                       7794626923906     15 N     20071001T1639  A      
7737001070017 179506               HUGGIES NAT CARE BENETTON GDE 10X10UN                                  HUGGIES                        KIMBERLY                       7794626923913     10 N     20071001T1639  A      
7737001070017 179510               HUGGIES NAT CARE BENETTON XGDE 10X8UN                                  HUGGIES                        KIMBERLY                       7794626923920     16 N     20071001T1639  A      
7737001070017 179511               HUGGIES NAT CARE BENETTON XXGDE 10X8UN                                 HUGGIES                        KIMBERLY                       7794626923937     16 N     20071001T1639  A      
7737001070017 179514               HUGGIES NAT CARE BENET MAXI GDE 10X20UN                                HUGGIES                        KIMBERLY                       7794626923968     10 N     20071001T1639  A      
7737001070017 179517               HUGGIES NAT CARE BENET MAXI XGDE 12X16UN                               HUGGIES                        KIMBERLY                       7794626923975     12 N     20071001T1639  A      
7737001070017 179520               HUGGIES NAT CARE BENET MAXI XXGDE12X16UN                               HUGGIES                        KIMBERLY                       7794626923982     12 N     20071001T1639  A      
7737001070017 179522               HUGGIES NAT CARE BENET MEGA GDE 5X30UN                                 HUGGIES                        KIMBERLY                       7794626924002      5 N     20071001T1639  A      
7737001070017 179542               HUGGIES NAT CARE BENET MEGA XGDE 10X24UN                               HUGGIES                        KIMBERLY                       7794626924019     10 N     20071001T1639  A      
7737001070017 179546               HUGGIES NAT CARE BENET MEGA XXGDE10X24UN                               HUGGIES                        KIMBERLY                       7794626924026     10 N     20071001T1639  A      
7737001070017 179547               HUGGIES NAT CARE BENET JUMBO MED 3X48UN                                HUGGIES                        KIMBERLY                       7794626922695      3 N     20071001T1639  A      
7737001070017 179549               SEDAL CR PEIN CAPAS DESTACADAS 12X300ML                                SEDAL                          PERSONAL CARE                  7898422752408     12 N     20080324T0905  A      
7737001070017 179553               HUGGIES NAT CARE BENET JUMBO GDE 5X40UN                                HUGGIES                        KIMBERLY                       7794626910685      5 N     20071001T1639  A      
7737001070017 179560               HUGGIES NAT CARE BENET JUMBO XGDE 6X32UN                               HUGGIES                        KIMBERLY                       7794626910692      6 N     20071001T1639  A      
7737001070017 179563               HUGGIES NAT CARE BENET JUMBO XXGDE6X32UN                               HUGGIES                        KIMBERLY                       7794626910708      6 N     20071001T1639  A      
7737001070017 179577               LUX JAB SEDUCEME 72X125GR                                              LUX                            PERSONAL CARE                  7791293995908     72 N     20080430T1319  D      
7737001070017 179914               CIF MIX 2X300ML PRM CANASTA                                            CIF                            HOME CARE                      7730165322756      2 S     20071129T1206  D      
7737001070017 179920               AXE DEO AER AP FOCUS SECO 12X90GR/152ML                                AXE                            PERSONAL CARE                  7791293149202     12 N     20080331T1627  A      
7737001070017 180314               NEVEX MATIC POLVO TQ CLAS16X800G+JAB200G                               NEVEX                          HOME CARE                      7730165322916     16 S     20071031T1523  D      
7737001070017 180372               SEDAL SH VER INT 5X200ML+LUX JAB 125GR                                 SEDAL                          PERSONAL CARE                  7730165323036      5 S     20071129T1206  D      
7737001070017 180378               SEDAL AC B GLOSS 4X24X10ML+NEVEX JAB200G                               SEDAL                          PERSONAL CARE                  7730165323104      4 S     20071106T1706  S      
7737001070017 180382               SEDAL SH B GLOSS 4X24X15ML+NEVEX JAB200G                               SEDAL                          PERSONAL CARE                  7730165323098      4 S     20071106T1706  A      
7737001070017 180383               SEDAL AC VER INT 5X200ML+LUX JAB 125GR                                 SEDAL                          PERSONAL CARE                  7730165323043      5 S     20071129T1206  D      
7737001070017 180398               SUAVE AC VAINILLA CANELA5X930ML+JAB150GR                               SUAVE                          PERSONAL CARE                  7730165323159      5 S     20071031T1523  D      
7737001070017 180443               PONDS CR REJUVENESS NOCHE 6X100GR                                      PONDS                          PERSONAL CARE                  7501056332075      6 N     20071001T1639  A      
7737001070017 180447               PONDS CR REJUVENESS NOCHE 6X50GR                                       PONDS                          PERSONAL CARE                  7501056332068      6 N     20071001T1639  A      
7737001070017 180560               REXONA DEO AER AP SENSITIVE12X105G/175ML                               REXONA.                        PERSONAL CARE                  7791293990613     12 N     20080625T1309  A      
7737001070017 180561               REXONA DEO AER AP COBALT 12X105GR/175ML                                REXONA.                        PERSONAL CARE                  7791293990576     12 N     20080625T1309  A      
7737001070017 180563               REXONA DEO AER AP V8 12X105GR/175ML                                    REXONA.                        PERSONAL CARE                  7791293009780     12 N     20080625T1309  A      
7737001070017 180565               REXONA DEO AER AP QUANTUM 12X105GR/175ML                               REXONA.                        PERSONAL CARE                  7791293990651     12 N     20080701T1202  A      
7737001070017 180566               REXONA DEO AER AP SPORTFAN 12X105G/175ML                               REXONA.                        PERSONAL CARE                  7791293990620     12 N     20080625T1309  A      
7737001070017 180862               REXONA DEO AER AP SPORTFAN 12X105G/175ML                               REXONA.                        PERSONAL CARE                  7791293990620     12 N     20080201T1615  D      
7737001070017 180903               SEDAL AC CAPAS DESTACADAS 12X200ML                                     SEDAL                          PERSONAL CARE                  7791293995922     12 N     20080324T0905  A      
7737001070017 180923               SEDAL AC CAPAS DESTACADAS 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293995939     12 N     20080324T0905  A      
7737001070017 180929               SEDAL SH CAPAS DESTACADAS 12X200ML                                     SEDAL                          PERSONAL CARE                  7791293995960     12 N     20080324T0905  A      
7737001070017 180934               SEDAL SH CAPAS DESTACADAS 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293995977     12 N     20080324T0905  A      
7737001070017 181003               REXONA DEO STI AP CALMING 12X50GR                                      REXONA.                        PERSONAL CARE                       75026462     12 N     20080430T1319  A      
7737001070017 181016               REXONA DEO STI AP NEUTRAL 12X50GR                                      REXONA.                        PERSONAL CARE                       75026448     12 N     20080430T1319  A      
7737001070017 181092               SEDAL SH SOS CASPA 12X200ML                                            SEDAL                          PERSONAL CARE                  7791293990965     12 N     20080324T0905  A      
7737001070017 181095               SEDAL SH SOS CASPA 12X350ML                                            SEDAL                          PERSONAL CARE                  7791293990972     12 N     20080324T0905  A      
7737001070017 181097               SEDAL AC SOS CASPA 12X350ML                                            SEDAL                          PERSONAL CARE                  7791293990958     12 N     20080324T0905  A      
7737001070017 181277               DOVE SH BRILLO THERAPY 12X250ML                                        DOVE                           PERSONAL CARE                  7898422752354     12 N     20080701T1202  A      
7737001070017 181279               DOVE AC BRILLO THERAPY 12X250ML                                        DOVE                           PERSONAL CARE                  7898422752309     12 N     20080701T1202  A      
7737001070017 181298               REXONA DEO AER AP CRYSTAL GOLD 12X105GR                                REXONA.                        PERSONAL CARE                  7791293991047     12 N     20080812T1440  A      
7737001070017 181299               REXONA DEO AER AP CRYSTAL PINK 12X105GR                                REXONA.                        PERSONAL CARE                  7791293991054     12 N     20080812T1440  A      
7737001070017 181305               PONDS CR REJUV NOCHE 6X100G+DIA 50G+DESC                               PONDS                          PERSONAL CARE                  7730165323203      6 S     20071129T1206  A      
7737001070017 181306               PONDS CR REJUV DIA 6X100G+NOCHE 50G+DESC                               PONDS                          PERSONAL CARE                  7730165323197      6 S     20071129T1206  D      
7737001070017 181329               SEDAL AC ONDAS DEFINIDAS 12X200ML                                      SEDAL                          PERSONAL CARE                  7791293008295     12 N     20080324T0905  D      
7737001070017 181330               SEDAL SH ONDAS DEFINIDAS 12X200ML                                      SEDAL                          PERSONAL CARE                  7791293008271     12 N     20080324T0905  D      
7737001070017 181332               SEDAL AC ONDAS DEFINIDAS 12X350ML                                      SEDAL                          PERSONAL CARE                  7791293008301     12 N     20080324T0905  D      
7737001070017 181338               SEDAL SH SOS CAIDA 12X200ML                                            SEDAL                          PERSONAL CARE                  7791293007090     12 N     20080324T0905  A      
7737001070017 181339               SEDAL AC SOS CAIDA 12X200ML                                            SEDAL                          PERSONAL CARE                  7791293007106     12 N     20080324T0905  A      
7737001070017 181341               SEDAL AC SOS CAIDA 12X350ML                                            SEDAL                          PERSONAL CARE                  7791293007120     12 N     20080324T0905  A      
7737001070017 181383               SEDAL CR TRAT SOS CERAMIDAS 6X450GR                                    SEDAL                          PERSONAL CARE                  7898422748265      6 N     20080324T0905  A      
7737001070017 181384               SEDAL CR TRAT SOS REPARACION 6X450GR                                   SEDAL                          PERSONAL CARE                  7898422748432      6 N     20080324T0905  A      
7737001070017 181451               SEDAL SH SOS CAIDA 12X350ML                                            SEDAL                          PERSONAL CARE                  7791293007113     12 N     20080324T0905  A      
7737001070017 181538               SEDAL AC BRILLO GLOSS 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293995748     12 N     20080324T0905  A      
7737001070017 181544               SEDAL AC CASTANOS INTENSOS 12X350ML                                    SEDAL                          PERSONAL CARE                  7791293004495     12 N     20080324T0905  A      
7737001070017 181549               SEDAL AC BRILLO GLOSS 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293995731     12 N     20080324T0905  A      
7737001070017 181552               SEDAL AC LISO PERFECTO 12X350ML                                        SEDAL                          PERSONAL CARE                  7791293008677     12 N     20080324T0905  A      
7737001070017 181554               SEDAL AC LISO PERFECTO 12X200ML                                        SEDAL                          PERSONAL CARE                  7791293008653     12 N     20080324T0905  A      
7737001070017 181558               SEDAL AC NEGROS LUMINOSOS 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293006741     12 N     20080324T0905  D      
7737001070017 181560               SEDAL AC RIZOS OBEDIENTES 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293008660     12 N     20080324T0905  A      
7737001070017 181564               DOVE CR PEIN BRILHO THERAPY 12X200ML                                   DOVE                           PERSONAL CARE                  7898422752293     12 N     20080701T1202  A      
7737001070017 181565               SEDAL AC SOS CERAMIDAS 12X350ML                                        SEDAL                          PERSONAL CARE                  7791293019826     12 N     20080324T0905  A      
7737001070017 181566               DOVE AC BRILLO THERAPY 12X400ML                                        DOVE                           PERSONAL CARE                  7898422752323     12 N     20080701T1202  A      
7737001070017 181569               DOVE SH BRILLO THERAPY 12X400ML                                        DOVE                           PERSONAL CARE                  7898422752330     12 N     20080701T1202  A      
7737001070017 181570               SEDAL AC RUBIOS RADIANTES 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293004501     12 N     20080324T0905  A      
7737001070017 181572               SEDAL AC SOS REPARACION 12X350ML                                       SEDAL                          PERSONAL CARE                  7791293990033     12 N     20080324T0905  A      
7737001070017 181578               SEDAL AC RIZOS OBEDIENTES 12X200ML                                     SEDAL                          PERSONAL CARE                  7791293008646     12 N     20080324T0905  A      
7737001070017 181592               SEDAL AC SOS CERAMIDAS 12X200ML                                        SEDAL                          PERSONAL CARE                  7791293019840     12 N     20080324T0905  A      
7737001070017 181611               SEDAL AC SOS REPARACION 12X200ML                                       SEDAL                          PERSONAL CARE                  7791293990019     12 N     20080324T0905  A      
7737001070017 181633               SEDAL CR PEINAR LISO PERFECTO 12X300ML                                 SEDAL                          PERSONAL CARE                  7898422746063     12 N     20080324T0905  A      
7737001070017 181634               SEDAL SH ONDAS DEFINIDAS 12X350ML                                      SEDAL                          PERSONAL CARE                  7791293008288     12 N     20080324T0905  D      
7737001070017 181652               SEDAL SH RIZOS OBEDIENTES 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293008622     12 N     20080324T0905  A      
7737001070017 181653               SEDAL SH BRILLO GLOSS 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293995724     12 N     20080324T0905  A      
7737001070017 181654               SEDAL SH CASTANOS INTENSOS 12X350ML                                    SEDAL                          PERSONAL CARE                  7791293004464     12 N     20080324T0905  A      
7737001070017 181655               SEDAL SH CITRIC FRESH 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293003429     12 N     20080318T1433  A      
7737001070017 181656               SEDAL SH LISO PERFECTO 12X350ML                                        SEDAL                          PERSONAL CARE                  7791293008639     12 N     20080324T0905  A      
7737001070017 181657               SEDAL SH NEGROS LUMINOSOS 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293006765     12 N     20080324T0905  D      
7737001070017 181659               SEDAL SH RUBIOS RADIANTES 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293004471     12 N     20080324T0905  A      
7737001070017 181661               SEDAL SH SOS CERAMIDAS 12X350ML                                        SEDAL                          PERSONAL CARE                  7791293019819     12 N     20080324T0905  A      
7737001070017 181663               SEDAL SH SOS REPARACION 12X350ML                                       SEDAL                          PERSONAL CARE                  7791293990026     12 N     20080324T0905  A      
7737001070017 181664               SEDAL SH BRILLO GLOSS 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293433837     12 N     20080324T0905  A      
7737001070017 181666               SEDAL SH CITRIC FRESH 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293003412     12 N     20080324T0905  A      
7737001070017 181667               SEDAL SH LISO PERFECTO 12X200ML                                        SEDAL                          PERSONAL CARE                  7791293008615     12 N     20080324T0905  A      
7737001070017 181668               SEDAL SH RIZOS OBEDIENTES 12X200ML                                     SEDAL                          PERSONAL CARE                  7791293008608     12 N     20080324T0905  A      
7737001070017 181671               SEDAL SH SOS CERAMIDAS 12X200ML                                        SEDAL                          PERSONAL CARE                  7791293019833     12 N     20080324T0905  A      
7737001070017 181673               SEDAL CR PEIN ONDAS DEFINIDAS 12X300ML                                 SEDAL                          PERSONAL CARE                  7898422746070     12 N     20080324T0905  D      
7737001070017 181674               SEDAL SH SOS REPARACION 12X200ML                                       SEDAL                          PERSONAL CARE                  7791293990002     12 N     20080324T0905  A      
7737001070017 181719               KOTEX DAYS TOAL FEM MULT ULTF C/A 40X8UN                               DAYS                           KIMBERLY                       7793620923912     40 N     20080229T1628  A      
7737001070017 181726               SEDAL AC BRILLO GLOSS SCH 4X24X10ML                                    SEDAL                          PERSONAL CARE                  7791293786520     96 N     20080324T0905  S      
7737001070017 181727               SEDAL SH BRILLO GLOSS SCH 4X24X15ML                                    SEDAL                          PERSONAL CARE                  7791293786513     96 N     20080324T0905  A      
7737001070017 181728               SEDAL AC LISO PERFECTO 96X10ML                                         SEDAL                          PERSONAL CARE                  7791293999043     96 N     20080324T0905  S      
7737001070017 181730               SEDAL SH LISO PERFECTO SCH 96X15ML                                     SEDAL                          PERSONAL CARE                  7791293999029     96 N     20080324T0905  S      
7737001070017 181731               SEDAL SH ONDAS DEFINIDAS SCH 12X24X15ML                                SEDAL                          PERSONAL CARE                  7791293009353    288 N     20080324T0905  A      
7737001070017 181733               SEDAL AC SOS CERAMIDAS SCH 4X24X10ML                                   SEDAL                          PERSONAL CARE                  7791293417080     96 N     20080324T0905  A      
7737001070017 181755               SEDAL CR PEIN RIZOS OBEDIENTES 12X300ML                                SEDAL                          PERSONAL CARE                  7898422746032     12 N     20080324T0905  A      
7737001070017 181758               SEDAL SH SOS CERAMIDAS SCH 4X24X15ML                                   SEDAL                          PERSONAL CARE                  7791293016085     96 N     20080324T0905  A      
7737001070017 181781               SEDAL AC SOS CERAMIDAS 12X300ML                                        SEDAL                          PERSONAL CARE                  7791293019888     12 N     20080324T0905  A      
7737001070017 181810               SEDAL SH SOS CERAMIDAS 12X300ML                                        SEDAL                          PERSONAL CARE                  7791293019871     12 N     20080324T0905  A      
7737001070017 181904               SEDAL SH SOS CASPA SCH 12X24X15ML                                      SEDAL                          PERSONAL CARE                  7791293990989    288 N     20080324T0905  A      
7737001070017 181978               SEDAL SH RIZOS OBEDIENTES MEST12X24X15ML                               SEDAL                          PERSONAL CARE                  7791293009360    288 N     20080324T0905  A      
7737001070017 182203               SEDAL SH 2EN1 DUO 12X350ML                                             SEDAL                          PERSONAL CARE                  7791293003382     12 N     20080324T0905  A      
7737001070017 182401               SEDAL CR PEINAR BRILLO GLOSS 12X300ML                                  SEDAL                          PERSONAL CARE                  7898422750374     12 N     20080324T0905  A      
7737001070017 182696               DOVE DEO AER AP GO FRESH POM LIM 12X100G                               DOVE                           PERSONAL CARE                  7791293991276     12 N     20080812T1440  A      
7737001070017 182697               DOVE DEO AER AP GO FRESH PEP TE 12X100GR                               DOVE                           PERSONAL CARE                  7791293991283     12 N     20080812T1440  A      
7737001070017 182698               DOVE DEO AER PRO AGE 12X100GR                                          DOVE                           PERSONAL CARE                  7791293067049     12 N     20080625T1250  S      
7737001070017 182702               LUX JAB ENCANTAME 72X125GR                                             LUX                            PERSONAL CARE                  7791293990668     72 N     20080701T1202  A      
7737001070017 182703               LUX JAB SORPRENDEME 72X125GR                                           LUX                            PERSONAL CARE                  7791293990705     72 N     20080701T1202  A      
7737001070017 182704               LUX JAB REFRESCATE 72X125GR                                            LUX                            PERSONAL CARE                  7791293990743     72 N     20080701T1202  A      
7737001070017 182706               LUX JAB SIENTEME 72X125GR                                              LUX                            PERSONAL CARE                  7791293990828     72 N     20080701T1202  A      
